Provider ID,Hospital Name,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison
440046,TRISTAR HORIZON MEDICAL CENTER,37055,DICKSON,Acute Care Hospitals,Proprietary,1,3,3,2,1,2,3,3,2
440048,BAPTIST MEMORIAL HOSPITAL,38120,SHELBY,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,2,2,3
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,38104,SHELBY,Acute Care Hospitals,Voluntary non-profit - Church,1,2,2,1,1,2,3,2,3
440050,TAKOMA REGIONAL HOSPITAL,37743,GREENE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,3,2
440053,SAINT THOMAS RUTHERFORD HOSPITAL,37129,RUTHERFORD,Acute Care Hospitals,Voluntary non-profit - Church,1,3,1,2,1,2,2,2,3
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,37760,JEFFERSON,Acute Care Hospitals,Proprietary,0,3,2,2,2,2,3,3,2
440057,CLAIBORNE MEDICAL CENTER,37879,CLAIBORNE,Acute Care Hospitals,Government - Local,1,3,2,2,2,2,2,2,2
440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,37398,FRANKLIN,Acute Care Hospitals,Proprietary,1,2,2,2,1,1,1,3,2
440059,COOKEVILLE REGIONAL MEDICAL CENTER,38501,PUTNAM,Acute Care Hospitals,Government - Local,1,3,1,3,1,2,1,1,2
440061,TENNOVA HEALTHCARE-VOLUNTEER MARTIN,38237,WEAKLEY,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,3,3,2
440063,JOHNSON CITY MEDICAL CENTER,37604,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,2,1,1,3,2,2
440065,NORTHCREST MEDICAL CENTER,37172,ROBERTSON,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,1,2,3,3,2
440068,STARR REGIONAL MEDICAL CENTER ATHENS,37371,MCMINN,Acute Care Hospitals,Proprietary,1,3,1,2,3,2,2,3,2
440072,TENNOVA HEALTHCARE-DYERSBURG REGIONAL,38024,DYER,Acute Care Hospitals,Proprietary,1,2,2,2,1,1,2,3,3
440073,MAURY REGIONAL HOSPITAL,38401,MAURY,Acute Care Hospitals,Government - Local,1,4,2,3,2,3,3,3,2
440081,LECONTE MEDICAL CENTER,37862,CUMBERLAND,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,1,2,1,2
440082,SAINT THOMAS WEST HOSPITAL,37205,DAVIDSON,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,2,3,3,3,3,3
440084,SWEETWATER HOSPITAL ASSOCIATION,37874,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,2,1,2,2
440104,ERLANGER MEDICAL CENTER,37403,HAMILTON,Acute Care Hospitals,Government - Hospital District or Authority,1,1,1,3,1,1,2,1,2
440109,HARDIN MEDICAL CENTER,38372,HARDIN,Acute Care Hospitals,Government - Local,1,3,2,2,2,3,2,2,2
440110,FORT LOUDON MEDICAL CENTER,37772,LOUDON,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,2,2,2,2,2,2
440120,TENNOVA HEALTHCARE,37917,KNOX,Acute Care Hospitals,Proprietary,1,2,1,2,3,1,1,1,2
440125,FORT SANDERS REGIONAL MEDICAL CENTER,37916,KNOX,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,3,2,1,2
440132,HENRY COUNTY MEDICAL CENTER,38242,HENRY,Acute Care Hospitals,Government - Hospital District or Authority,1,3,1,3,3,3,1,3,2
440133,SAINT THOMAS MIDTOWN HOSPITAL,37236,DAVIDSON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,2,2,2,2
440137,TENNOVA HEALTHCARE-SHELBYVILLE,37160,BEDFORD,Acute Care Hospitals,Proprietary,1,1,2,1,1,1,2,2,2
440144,TENNOVA HEALTHCARE-HARTON,37388,COFFEE,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,2,1,2,3,2
440150,TRISTAR SUMMIT MEDICAL CENTER,37076,DAVIDSON,Acute Care Hospitals,Proprietary,1,3,2,2,1,1,3,2,2
440151,SAINT THOMAS RIVER PARK HOSPITAL,37110,WARREN,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,2,2,2
440153,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,37821,COCKE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,2,2,2,3,2
440156,PARKRIDGE MEDICAL CENTER,37404,HAMILTON,Acute Care Hospitals,Proprietary,1,3,2,3,2,2,2,2,2
440161,TRISTAR CENTENNIAL MEDICAL CENTER,37203,DAVIDSON,Acute Care Hospitals,Proprietary,1,3,2,3,1,3,3,2,2
440173,PARKWEST MEDICAL CENTER,37923,KNOX,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,3,3,1,1,2
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,38464,LAWRENCE,Acute Care Hospitals,Proprietary,1,4,2,2,2,2,2,3,2
440176,INDIAN PATH MEDICAL CENTER,37660,SULLIVAN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,3,2
440183,ST FRANCIS HOSPITAL,38119,SHELBY,Acute Care Hospitals,Proprietary,1,3,2,3,2,1,3,2,2
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,37604,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,3,3,2
440185,TENNOVA HEALTHCARE-CLEVELAND,37311,BRADLEY,Acute Care Hospitals,Proprietary,1,2,1,1,2,1,3,1,2
440187,LIVINGSTON REGIONAL HOSPITAL,38570,OVERTON,Acute Care Hospitals,Voluntary non-profit - Other,1,2,1,1,1,3,2,3,2
440189,TENNOVA HEALTHCARE-REGIONAL JACKSON,38305,MADISON,Acute Care Hospitals,Proprietary,1,3,2,3,1,2,2,3,2
440193,TENNOVA HEALTHCARE-LEBANON,37087,WILSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,1,3,2
440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,37075,SUMNER,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,3,3,2
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,37211,DAVIDSON,Acute Care Hospitals,Proprietary,1,3,2,3,2,2,3,3,2
440227,TRISTAR STONECREST MEDICAL CENTER,37167,RUTHERFORD,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,3,2,2
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,38133,SHELBY,Acute Care Hospitals,Proprietary,1,3,1,3,2,2,3,1,2
450002,PROVIDENCE MEMORIAL HOSPITAL,79902,EL PASO,Acute Care Hospitals,Proprietary,1,2,1,1,2,1,3,2,2
450007,PETERSON REGIONAL MEDICAL CENTER,78028,KERR,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,1,3,3,3,2,2
450010,UNITED REGIONAL HEALTH CARE SYSTEM,76301,WICHITA,Acute Care Hospitals,Voluntary non-profit - Private,1,4,1,3,3,3,3,2,2
450011,ST JOSEPH REGIONAL HEALTH CENTER,77802,BRAZOS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,3,2,3,3,2,2
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,75235,DALLAS,Acute Care Hospitals,Government - Hospital District or Authority,1,2,2,1,2,1,1,1,2
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH,77555,GALVESTON,Acute Care Hospitals,Government - State,1,2,2,2,1,2,2,1,1
450021,BAYLOR UNIVERSITY MEDICAL CENTER,75246,DALLAS,Acute Care Hospitals,Voluntary non-profit - Church,1,4,1,2,3,2,3,1,3
450023,CITIZENS MEDICAL CENTER,77901,VICTORIA,Acute Care Hospitals,Voluntary non-profit - Other,1,5,3,3,3,2,1,3,3
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,79905,EL PASO,Acute Care Hospitals,Government - Hospital District or Authority,1,2,2,1,2,1,3,1,2
450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",78520,CAMERON,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,3,2,2
450029,LAREDO MEDICAL CENTER,78044,WEBB,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,3,2,1,1,1,2
450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,75670,HARRISON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,1,2,3,2,2
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,78550,CAMERON,Acute Care Hospitals,Proprietary,1,4,3,3,3,1,2,1,1
450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,77702,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,3,2,2,1,1,1
450035,ST JOSEPH MEDICAL CENTER,77002,HARRIS,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,2,1,2
450037,GOOD SHEPHERD MEDICAL CENTER,75601,GREGG,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,3,1,2,3,2,2
450039,JPS HEALTH NETWORK,76104,TARRANT,Acute Care Hospitals,Government - Hospital District or Authority,1,2,2,1,2,1,3,1,2
450040,COVENANT MEDICAL CENTER,79410,LUBBOCK,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,2,3,3,1,2,1
450042,PROVIDENCE HEALTH CENTER,76712,MCLENNAN,Acute Care Hospitals,Government - Hospital District or Authority,1,2,1,1,3,2,2,1,2
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,75390,DALLAS,Acute Care Hospitals,Government - State,1,3,2,1,2,2,3,1,2
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,78404,NUECES,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,3,1,2,1,1
450051,METHODIST DALLAS MEDICAL CENTER,75203,DALLAS,Acute Care Hospitals,Voluntary non-profit - Other,1,3,1,3,2,2,3,1,1
450054,SCOTT & WHITE MEDICAL CENTER - TEMPLE,76508,BELL,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,1,3,2,1,3
450055,ROLLING PLAINS MEMORIAL HOSPITAL,79556,NOLAN,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,2,2,3,2,3,2
450058,BAPTIST MEDICAL CENTER,78205,BEXAR,Acute Care Hospitals,Proprietary,1,3,2,3,3,1,3,1,3
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,76012,TARRANT,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,1,2,2,1,2
450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,77030,HARRIS,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,2,1,2,3,1,1
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,77566,BRAZORIA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,1,1,2
450079,BAYLOR MEDICAL CENTER AT IRVING,75061,DALLAS,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,2,3,1,2
450080,TITUS REGIONAL MEDICAL CENTER,75455,TITUS,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,2,3,2,1,2,1
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,78102,BEE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,2,2,2,2,2
450083,EAST TEXAS MEDICAL CENTER,75701,SMITH,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,1,3,2,2
450087,NORTH HILLS HOSPITAL,76180,TARRANT,Acute Care Hospitals,Proprietary,1,4,2,3,3,2,3,2,2
450090,NORTH TEXAS MEDICAL CENTER,76240,COOKE,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,2,2,2,2,2,2
450092,FORT DUNCAN MEDICAL CENTER,78852,MAVERICK,Acute Care Hospitals,Proprietary,1,3,2,2,3,1,2,1,2
450097,BAYSHORE MEDICAL CENTER,77504,HARRIS,Acute Care Hospitals,Proprietary,1,2,2,2,1,1,3,1,2
450101,HILLCREST BAPTIST MEDICAL CENTER,76712,MCLENNAN,Acute Care Hospitals,Voluntary non-profit - Private,0,2,2,1,1,2,2,2,2
450102,MOTHER FRANCES HOSPITAL,75701,SMITH,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,3,3,3,3,2,1
450104,GUADALUPE REGIONAL MEDICAL CENTER,78155,GUADALUPE,Acute Care Hospitals,Government - Local,1,3,1,3,2,3,1,2,2
450107,LAS PALMAS MEDICAL CENTER,79902,EL PASO,Acute Care Hospitals,Proprietary,1,2,1,2,1,1,3,2,2
450119,SOUTH TEXAS HEALTH SYSTEM,78539,HIDALGO,Acute Care Hospitals,Proprietary,1,3,3,3,2,1,2,1,2
450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,78701,TRAVIS,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,3,1,2
450128,KNAPP MEDICAL CENTER,78596,HIDALGO,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,3,1,2,2,1
450130,NIX HEALTH CARE SYSTEM,78205,BEXAR,Acute Care Hospitals,Proprietary,1,3,2,2,3,1,2,2,2
450132,MEDICAL CENTER HOSPITAL,79761,ECTOR,Acute Care Hospitals,Government - Hospital District or Authority,1,2,1,1,2,1,2,2,2
450133,MIDLAND MEMORIAL HOSPITAL,79701,MIDLAND,Acute Care Hospitals,Government - Hospital District or Authority,1,3,1,1,3,2,2,1,2
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,76104,TARRANT,Acute Care Hospitals,Voluntary non-profit - Church,1,3,1,3,3,3,3,1,3
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,76104,TARRANT,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,2,2,2,2,1
450147,DETAR HOSPITAL NAVARRO,77902,VICTORIA,Acute Care Hospitals,Proprietary,1,3,2,2,1,2,3,2,2
450152,METROPLEX HOSPITAL,76542,BELL,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,2,3,1,2
450154,VAL VERDE REGIONAL MEDICAL CENTER,78840,VAL VERDE,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,2,2,2,2,2,1
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,78363,KLEBERG,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,1,1,1
450176,MISSION REGIONAL MEDICAL CENTER,78572,HIDALGO,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,1,2,2,2,2
450177,UVALDE MEMORIAL HOSPITAL,78801,UVALDE,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,2,2,2,2,3,2
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,77008,HARRIS,Acute Care Hospitals,Voluntary non-profit - Private,1,5,3,3,3,2,3,1,1
450187,SCOTT & WHITE HOSPITAL BRENHAM,77833,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
450193,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,77030,HARRIS,Acute Care Hospitals,Voluntary non-profit - Church,1,2,3,1,2,1,2,1,1
450196,PARIS REGIONAL MEDICAL CENTER,75460,LAMAR,Acute Care Hospitals,Proprietary,1,3,1,3,3,1,3,2,2
450200,WADLEY REGIONAL MEDICAL CENTER,75501,BOWIE,Acute Care Hospitals,Physician,1,2,2,1,2,2,2,1,1
450209,NORTHWEST TEXAS HOSPITAL,79106,POTTER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,1,2,1,2
450211,MEMORIAL MEDICAL CENTER OF EAST TEXAS,75901,ANGELINA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,3,1,1,1,1
450213,UNIVERSITY HEALTH SYSTEM,78229,BEXAR,Acute Care Hospitals,Government - Hospital District or Authority,1,2,2,1,2,2,2,1,1
450222,CONROE REGIONAL MEDICAL CENTER,77304,MONTGOMERY,Acute Care Hospitals,Proprietary,1,2,2,2,1,1,3,2,2
450229,HENDRICK MEDICAL CENTER,79601,TAYLOR,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,2,1,2
450231,BAPTIST ST ANTHONY'S HOSPITAL,79106,POTTER,Acute Care Hospitals,Proprietary,1,4,3,1,3,3,3,1,3
450236,HOPKINS COUNTY MEMORIAL HOSPITAL,75482,HOPKINS,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,2,2,2,1,3,1
450237,CHRISTUS SANTA ROSA HOSPITAL,78207,BEXAR,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,2,3,1,2,1,3
450271,WISE REGIONAL HEALTH SYSTEM,76234,WISE,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,2,3,2,3,3,2
450272,CENTRAL TEXAS MEDICAL CENTER,78666,HAYS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,2,2,2,2
450280,BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,75042,DALLAS,Acute Care Hospitals,Government - Federal,1,3,2,2,2,2,3,3,2
450289,HARRIS HEALTH SYSTEM,77054,HARRIS,Acute Care Hospitals,Government - Local,1,2,2,1,2,1,2,1,2
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,75142,KAUFMAN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,2,2
450324,TEXOMA MEDICAL CENTER,75020,GRAYSON,Acute Care Hospitals,Proprietary,1,2,2,1,2,3,3,3,1
450330,OAKBEND MEDICAL CENTER,77469,FORT BEND,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,1,3,1,2,2,1
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,76904,TOM GREEN,Acute Care Hospitals,Proprietary,1,3,2,2,2,3,3,3,2
450346,BAPTIST BEAUMONT HOSPITAL,77701,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,3,2,2,2,1,3
450347,HUNTSVILLE MEMORIAL HOSPITAL,77340,WALKER,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,3,1,1,2,2,2
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,76401,ERATH,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,3,2
450352,HUNT REGIONAL MEDICAL CENTER,75401,HUNT,Acute Care Hospitals,Government - Hospital District or Authority,1,2,2,2,1,2,3,2,1
450358,"METHODIST HOSPITAL,THE",77030,HARRIS,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,1,3,3,3,1,1
450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,75165,ELLIS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,3,3,2,2
450388,METHODIST HOSPITAL,78229,BEXAR,Acute Care Hospitals,Proprietary,1,4,2,3,2,2,3,1,2
450389,EAST TEXAS MEDICAL CENTER ATHENS,75751,HENDERSON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,3,1,1,2,2,2
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,77351,POLK,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,2,1,1,2,1
450403,MEDICAL CENTER OF MCKINNEY,75069,COLLIN,Acute Care Hospitals,Proprietary,1,3,2,3,1,2,3,3,2
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,76020,TARRANT,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,2,2,3,2,2,2
450424,HOUSTON METHODIST SAN JACINTO HOSPITAL,77521,HARRIS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,2,3,1,1
450431,ST DAVID'S MEDICAL CENTER,78705,TRAVIS,Acute Care Hospitals,Voluntary non-profit - Private,1,5,3,3,1,3,3,2,3
450447,NAVARRO REGIONAL HOSPITAL,75110,NAVARRO,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,1,2,2,3,3,2
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,75231,DALLAS,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,3,3,2,2
450469,WILSON N JONES REGIONAL MEDICAL CENTER,75091,GRAYSON,Acute Care Hospitals,Proprietary,1,3,2,1,2,1,3,3,2
450475,ETMC HENDERSON,75652,RUSK,Acute Care Hospitals,Voluntary non-profit - Private,0,3,2,2,2,2,2,2,2
450484,WOODLAND HEIGHTS MEDICAL CENTER,75904,ANGELINA,Acute Care Hospitals,Proprietary,1,3,2,1,2,3,3,3,2
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,77640,JEFFERSON,Acute Care Hospitals,Proprietary,1,3,2,3,3,1,1,1,1
450537,METHODIST RICHARDSON MEDICAL CENTER,75082,DALLAS,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,2,3,2,3,3,3
450539,COVENANT HOSPITAL PLAINVIEW,79072,HALE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,2,2
450558,ABILENE REGIONAL MEDICAL CENTER,79606,TAYLOR,Acute Care Hospitals,Proprietary,1,3,1,3,3,1,3,2,2
450563,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,76051,TARRANT,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,3,3,3,2
450571,SHANNON MEDICAL CENTER,76903,TOM GREEN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,3,2,3,2
450573,CHRISTUS JASPER MEMORIAL HOSPITAL,75951,JASPER,Acute Care Hospitals,Government - Local,1,3,2,2,2,2,1,2,2
450587,BROWNWOOD REGIONAL MEDICAL CENTER,76801,BROWN,Acute Care Hospitals,Proprietary,1,2,1,3,2,1,2,2,1
450596,LAKE GRANBURY MEDICAL CENTER,76048,HOOD,Acute Care Hospitals,Proprietary,1,3,2,2,3,1,3,2,1
450597,CUERO COMMUNITY HOSPITAL,77954,DE WITT,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,2,3,3,2,3,2
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,78624,GILLESPIE,Acute Care Hospitals,Voluntary non-profit - Private,1,5,2,3,3,3,2,2,1
450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,77024,HARRIS,Acute Care Hospitals,Voluntary non-profit - Private,1,5,3,3,3,3,3,2,1
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,77598,HARRIS,Acute Care Hospitals,Proprietary,1,3,3,3,1,1,3,2,2
450634,DENTON REGIONAL MEDICAL CENTER,76210,DENTON,Acute Care Hospitals,Proprietary,1,4,3,2,1,2,3,2,2
450638,HOUSTON NORTHWEST MEDICAL CENTER,77090,HARRIS,Acute Care Hospitals,Proprietary,1,2,2,2,1,1,3,1,2
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,76022,TARRANT,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,3,2,2
450643,DOCTORS HOSPITAL OF LAREDO,78041,WEBB,Acute Care Hospitals,Proprietary,1,3,2,3,2,1,1,1,2
450644,WEST HOUSTON MEDICAL CENTER,77082,HARRIS,Acute Care Hospitals,Proprietary,1,3,2,2,3,1,3,1,2
450647,MEDICAL CITY DALLAS HOSPITAL,75230,DALLAS,Acute Care Hospitals,Proprietary,1,3,2,2,3,3,3,2,2
450651,MEDICAL CENTER OF PLANO,75075,COLLIN,Acute Care Hospitals,Proprietary,1,3,1,2,3,2,3,3,1
450653,SCENIC MOUNTAIN MEDICAL CENTER,79720,HOWARD,Acute Care Hospitals,Proprietary,1,2,1,2,2,1,2,2,2
450656,NACOGDOCHES MEDICAL CENTER,75961,NACOGDOCHES,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,2,3,2
450659,PARK PLAZA HOSPITAL,77004,HARRIS,Acute Care Hospitals,Proprietary,1,4,2,3,3,1,2,2,2
450662,VALLEY REGIONAL MEDICAL CENTER,78526,CAMERON,Acute Care Hospitals,Proprietary,1,3,3,3,1,1,3,2,1
450668,SIERRA MEDICAL CENTER,79902,EL PASO,Acute Care Hospitals,Proprietary,1,2,2,1,3,1,3,2,2
450670,TOMBALL REGIONAL MEDICAL CENTER,77375,HARRIS,Acute Care Hospitals,Proprietary,1,3,3,1,3,1,2,2,2
450672,PLAZA MEDICAL CENTER OF FORT WORTH,76104,TARRANT,Acute Care Hospitals,Proprietary,1,3,2,2,3,2,3,2,2
450675,MEDICAL CENTER OF ARLINGTON,76015,TARRANT,Acute Care Hospitals,Proprietary,1,3,2,3,2,1,3,1,2
450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,76028,JOHNSON,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,2,3,2,2,2,2
450678,DOCTORS HOSPITAL,75218,DALLAS,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,2,2,2
450684,MEMORIAL HERMANN NORTHEAST,77338,HARRIS,Acute Care Hospitals,Government - Hospital District or Authority,1,4,3,3,2,2,3,1,2
450686,UNIVERSITY MEDICAL CENTER,79415,LUBBOCK,Acute Care Hospitals,Government - Hospital District or Authority,1,3,1,3,2,2,2,2,1
450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,75708,SMITH,Acute Care Hospitals,Government - State,1,4,2,2,3,3,2,2,2
450702,LONGVIEW REGIONAL MEDICAL CENTER,75605,GREGG,Acute Care Hospitals,Proprietary,1,4,3,3,2,2,3,2,1
450711,RIO GRANDE REGIONAL HOSPITAL,78503,HIDALGO,Acute Care Hospitals,Proprietary,1,3,3,1,2,1,3,3,2
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,78704,TRAVIS,Acute Care Hospitals,Proprietary,1,4,2,3,1,3,3,3,3
450716,CYPRESS FAIRBANKS MEDICAL CENTER,77065,HARRIS,Acute Care Hospitals,Proprietary,1,3,2,2,1,1,2,1,2
450718,ROUND ROCK MEDICAL CENTER,78681,WILLIAMSON,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,2,2,3,2,2
450723,METHODIST CHARLTON MEDICAL CENTER,75237,DALLAS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,1,3,1,2
450730,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,75010,DENTON,Acute Care Hospitals,Proprietary,0,2,2,1,2,1,3,2,2
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,75088,DALLAS,Acute Care Hospitals,Proprietary,1,2,1,3,1,1,3,3,2
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,76201,DENTON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,3,2,3,2,2
450747,PALESTINE REGIONAL MEDICAL CENTER,75801,ANDERSON,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,2,3,2
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,75093,COLLIN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,3,2,2
450775,KINGWOOD MEDICAL CENTER,77325,HARRIS,Acute Care Hospitals,Proprietary,1,3,2,3,1,1,3,1,1
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,76132,TARRANT,Acute Care Hospitals,Voluntary non-profit - Private,1,5,2,3,3,3,2,2,2
450788,"CORPUS CHRISTI MEDICAL CENTER,THE",78412,NUECES,Acute Care Hospitals,Proprietary,1,4,2,3,3,2,3,2,2
